"UAI";"Etablissement";"Référence.GALAXIE";"N..dans.le.SI.local";"Article";"Corps";"Chaire";"Section";"Section2";"Section3";"Date.de.prise.de.fonction";"Date.ouverture.cand";"Date.clôture.cand";"Profil";"Localisation";"Etat.de.vacance";"Rentrée";"Code.section"
"0341089Z";"UNIVERSITE MONTPELLIER 3 (PAUL VALERY)";"4258 *";"674";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire du Moyen Age : islam, Orient (VIe-XVe siecle)";"Montpellier";"";"2019";"21"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"401 *";"21MCF1188";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Mondes méditerranéens XIe-XVe siècle, Orient et Occident : contacts, échanges, transferts, acteurs.";"Grenoble";"S";"2019";"21"
"0440984F";"UNIVERSITE DE NANTES";"4507 *";"2047";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Art médiéval ; Europe occidentale XIIe-XVe siècle ; Culture matérielle ; Architecture ; Arts monumentaux";"Nantes";"";"2019";"21"
"0490970N";"UNIVERSITE D'ANGERS";"4327 *";"21MCF0445";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"en Licence comme en Master et incluent des enseignements disciplinaires en histoire grecque mais aussi en méthodologie, historiographie et épistémologie de la discipline historique.";"ANGERS";"";"2019";"21"
"0595964M";"UNIVERSITE DU LITTORAL";"4243 *";"0543";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire ancienne en L1, L2, L3, préparation CAPES, Master 1 et 2 (recherche et enseignement)";"Boulogne sur Mer/Calais/Dunkerque";"";"2019";"21"
"0623957P";"UNIVERSITE D'ARTOIS";"4307 *";"21/22 MCF 0083";"26-I-1";"MCF";"Non";21;22;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire et archéologie régionales, périodes médiévale et moderne";"ARRAS";"";"2019";"21"
"0673021V";"UNIVERSITE DE STRASBOURG";"4575 *";"";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Archéologie classique";"Strasbourg";"";"2019";"21"
"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";"4403 *";"";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Archéologie médiévale";"LYON et BRON";"";"2019";"21"
"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";"4404 *";"";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Civilisations et langues du Proche-Orient ancien, de l¿invention de l¿écriture à la conquête d¿Alexandre le Grand";"LYON et BRON";"";"2019";"21"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4496 *";"2046";"26-I-2";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire culturelle de l'Occident médiéval (XIIIe-XVe siècle)";"Sorbonne-centre Pierre Mendes-France";"";"2019";"21"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4497 *";"2216";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire de l'Occident latin au Moyen Âge central (XIe-XIIIe siècle) hors espace français";"Sorbonne-centre Pierre Mendes-France";"";"2019";"21"
"0751723R";"UNIVERSITE PARIS 7 (DENIS DIDEROT)";"4422";"E433010053";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"04/02/2019";"06/03/2019";"Histoire ancienne - Histoire et anthropologie du politique dans l'Antiquité grecque et romaine.";"Site PRG";"";"2019";"21"
"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";"142";"";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"25/01/2019";"25/02/2019";"MCF en histoire de l'art et archéologie du monde romain.";"UFR hist de l'art et arch,3 rue Michelet";"";"2019";"21"
"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";"4524 *";"0279";"26-I-1";"MCF";"Non";21;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire de l'Islam médiéval";"NANTERRE";"";"2019";"21"
"0951793H";"UNIVERSITE DE CERGY-PONTOISE";"4430 *";"";"26-I-1";"MCF";"Non";21;22;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire de l'éducation et de l'enseignement de l'histoire, historiographie et épistémologie, travail sur les sources orales d'histoire et/ou les archives de l'éducation nationale.";"CERGY";"";"2019";"21"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4572";"22MCF495";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"29/01/2019";"05/03/2019";"HISTOIRE CULTURELLE DE L EUROPE MERIDIONALE ET DES MONDES MEDITERRANEENS AU XXE SIECLE";"UFR LASH";"";"2019";"22"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"734 *";"51748";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire de l'Art moderne (XVe - XVIIe siècle) dans le monde méditerranéen occidental";"AIX EN PROVENCE";"";"2019";"22"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"737 *";"52602";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire transnationale de la Méditerranée au XVIe siècle";"AIX EN PROVENCE";"";"2019";"22"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"781 *";"79004";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire de la médecine et de la santé (XIXe-XXe siècles), Europe, Méditerranée";"MARSEILLE";"";"2019";"22"
"0341089Z";"UNIVERSITE MONTPELLIER 3 (PAUL VALERY)";"4259 *";"319";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire de l Art Moderne : histoire de la peinture occidentale XVIe -XVIIIe siecles";"Montpellier";"";"2019";"22"
"0350937D";"UNIVERSITE RENNES 2";"4361 *";"0092";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire contemporaine des colonisations et des décolonisations";"Rennes";"";"2019";"22"
"0370800U";"UNIVERSITE DE TOURS";"4419";"0306";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"08/02/2019";"11/03/2019";"Histoire de l'architecture (XIXe-XXIe s.)";"TOURS";"";"2019";"22"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"400 *";"22MCF1654";"26-I-1";"MCF";"Non";22;18;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Musiques des XXe et XXIe siècles (histoire, analyse)";"Grenoble";"S";"2019";"22"
"0440984F";"UNIVERSITE DE NANTES";"4508 *";"1968";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire atlantique et coloniale à l époque moderne";"Nantes";"";"2019";"22"
"0450855K";"UNIVERSITE D'ORLEANS";"4365 *";"MCF0833";"26-I-1";"MCF";"Non";22;70;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Maître.sse de conférences en histoire.";"ESPE CVL - Orleans (+Cf Profil)";"";"2019";"22"
"0673021V";"UNIVERSITE DE STRASBOURG";"4576 *";"";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire contemporaine. Relations internationales (fin XIXe - début XXIe siècle)";"Strasbourg";"";"2019";"22"
"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";"4406 *";"";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire de l¿Asie orientale contemporaine";"LYON et BRON";"";"2019";"22"
"0753488J";"INALCO PARIS";"4129";"";"26-I-1";"MCF";"Non";22;15;NA;"01/09/2019";"19/02/2019";"21/03/2019";"Histoire moderne et contemporaine du Maghreb";"Paris";"";"2019";"22"
"0753488J";"INALCO PARIS";"4130";"";"26-I-1";"MCF";"Non";22;15;NA;"01/09/2019";"19/02/2019";"21/03/2019";"Histoire de la Chine et de l'Asie orientale contemporaine";"Paris";"";"2019";"22"
"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";"144";"";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"25/01/2019";"25/02/2019";"Histoire de l'art contemporain, patrimoine";"UFR hist art et archeo,3 rue Michelet";"";"2019";"22"
"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";"147";"";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"25/01/2019";"25/02/2019";"Histoire contemporaine. Histoire du monde russe soviétique et post-soviétique aux XX-XXI e s";"UFR d'Histoire, 1 rue Victor Cousin";"S";"2019";"22"
"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";"149";"";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"25/01/2019";"25/02/2019";"La France et l'Europe de 1789 à 1848";"UFR d'Histoire, 1 rue Victor Cousin";"";"2019";"22"
"0762762P";"UNIVERSITE DU HAVRE";"4147 *";"";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire contemporaine maritime et portuaire du XXe siècle";"UNIVERSITE LE HAVRE NORMANDIE";"S";"2019";"22"
"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";"4180 *";"";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire contemporaine (22e section) - Histoire culturelle et patrimoines, XIXe-XXIe siècles";"GUYANCOURT";"";"2019";"22"
"0951793H";"UNIVERSITE DE CERGY-PONTOISE";"4417 *";"";"26-I-1";"MCF";"Non";22;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Histoire moderne: Histoire, patrimoine et conflits";"CERGY";"";"2019";"22"
"0171463Y";"UNIVERSITE DE LA ROCHELLE";"4133";"";"26-I-2";"MCF";"Non";23;NA;NA;"01/09/2019";"14/02/2019";"16/03/2019";"Géographie du tourisme et des loisirs";"Universite La Rochelle";"";"2019";"23"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"380 *";"65MCF0135";"26-I-1";"MCF";"Non";23;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Epistemologie de la geographie - formation des enseignants - inégalités scolaires";"Grenoble";"S";"2019";"23"
"0490970N";"UNIVERSITE D'ANGERS";"4328 *";"23MCF1385";"26-I-1";"MCF";"Non";23;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Géographie du tourisme et des loisirs dans l¿aire Amérique Centrale et Sud";"ANGERS";"";"2019";"23"
"0511296G";"UNIVERSITE DE REIMS";"4382 *";"";"26-I-1";"MCF";"Non";23;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Maître de conférences en Géographie politique.";"REIMS";"";"2019";"23"
"0611149T";"UNIVERSITE DE CAEN (IUT D'ALENCON)";"4421 *";"";"26-I-1";"MCF";"Non";23;24;NA;"01/09/2019";"21/02/2019";"26/03/2019";"DUT Carrières Sociales principalement. Il-elle participera au suivi des étudiants, prendra en charge des responsabilités, intégrera le laboratoire Espaces et Sociétés, site de Caen, UMR 6590.";"DAMIGNY - ALENCON";"";"2019";"23"
"0673021V";"UNIVERSITE DE STRASBOURG";"4577 *";"";"26-I-1";"MCF";"Non";23;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Géovisualisation, géomatique et aide à la décision";"Strasbourg";"";"2019";"23"
"0681166Y";"UNIVERSITE DE MULHOUSE";"4205 *";"23 MCF 0175";"26-I-1";"MCF";"Non";23;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Géographie, géohistoire, géopolitique de l¿énergie";"Fac des Sc. Eco, Sociales et juridiques";"";"2019";"23"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4495 *";"2231";"26-I-1";"MCF";"Non";23;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Information géographique et géographie humaine";"Institut de geographie";"";"2019";"23"
"0753471R";"CONSERVATOIRE NAT. DES ARTS ET METIERS";"4208 *";"";"26-I-1";"MCF";"Non";23;6;24;"01/09/2019";"21/02/2019";"26/03/2019";"CHAÎNE LOGISTIQUE";"PARIS";"";"2019";"23"
"0772502B";"UNIVERSITE PARIS EST MARNE LA VALLEE";"4212 *";"";"26-I-1";"MCF";"Non";23;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Géographie sociale";"CHAMPS-SUR-MARNE";"";"2019";"23"
"0801344B";"UNIVERSITE D'AMIENS";"4441 *";"";"26-I-1";"MCF";"Non";23;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"GEOGRAPHIE SOCIALE ET CULTURELLE";"CAMPUS CITADELLE";"";"2019";"23"
"0951793H";"UNIVERSITE DE CERGY-PONTOISE";"4418 *";"";"26-I-1";"MCF";"Non";23;24;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Mutations urbaines et humanités numériques.Recherches sur les transformations des pratiques et des contenus d¿enseignement suite au développement du numérique.";"CERGY";"";"2019";"23"
"9760358K";"CUFR  DE MAYOTTE";"42 *";"067";"26-I-1";"MCF";"Non";23;24;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Aménagement du territoire";"DEMBENI";"";"2019";"23"
"0331420P";"UNIV. BORDEAUX MONTAIGNE (IUT)";"4275 *";"";"29";"MCF";"Non";24;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Aménagement durable, projet urbain et économie sociale et solidaire";"BORDEAUX";"";"2019";"24"
"0601223D";"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";"4110 *";"0270";"26-I-1";"MCF";"Non";24;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Mobilité, transport et aménagement urbain";"COMPIEGNE";"";"2019";"24"
"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";"4407 *";"";"26-I-1";"MCF";"Non";24;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Mobilités et transports dans l¿espace aménagé";"LYON et BRON";"";"2019";"24"
"0751723R";"UNIVERSITE PARIS 7 (DENIS DIDEROT)";"4404";"E433010051";"26-I-1";"MCF";"Non";24;NA;NA;"01/09/2019";"04/02/2019";"06/03/2019";"Aménagement, développement local et territoires";"Site PRG";"";"2019";"24"
"0772502B";"UNIVERSITE PARIS EST MARNE LA VALLEE";"4213 *";"";"26-I-1";"MCF";"Non";24;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Génie urbain et modélisations : transition numérique et systèmes techniques urbains";"CHAMPS-SUR-MARNE";"";"2019";"24"
"0941111X";"UNIVERSITE PARIS EST CRETEIL (PARIS 12";"4655";"0399";"26-I-1";"MCF";"Non";24;NA;NA;"15/06/2019";"20/02/2019";"22/03/2019";"Approches écologiques et environnementales de la production urbaine";"Cite Descartes, Marne La Vallee";"";"2019";"24"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4573";"25 MCF 580";"33";"MCF";"Non";25;NA;NA;"01/09/2019";"29/01/2019";"05/03/2019";"MATHEMATIQUES FONDAMENTALES";"UFR SCIENCES";"S";"2019";"25"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4574";"25MCF581";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"29/01/2019";"05/03/2019";"MATHEMATIQUES FONDAMENTALES, GEOMETRIE";"UFR SCIENCES";"";"2019";"25"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"789 *";"51854";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Topologie, dynamique, arithmétique et représentations";"MARSEILLE";"";"2019";"25"
"0251215K";"UNIVERSITE DE BESANCON";"4507 *";"0698";"26-I-1";"MCF";"Non";25;26;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Analyse Numérique - Calcul Scientifique";"BESANCON";"";"2019";"25"
"0333298F";"UNIVERSITE DE BORDEAUX";"409 *";"0468";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Théorie des nombres";"TALENCE";"S";"2019";"25"
"0342321N";"UNIVERSITE DE MONTPELLIER";"343 *";"25MCF0647";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Géométrie algébrique, arithmétique, théorie des représentations";"Montpellier";"";"2019";"25"
"0370800U";"UNIVERSITE DE TOURS";"4422";"0845";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"08/02/2019";"11/03/2019";"Algèbre, théorie des représentations, combinatoire algébrique";"TOURS";"";"2019";"25"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"410 *";"25MCF0271";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Théorie des nombres";"Grenoble";"S";"2019";"25"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"411 *";"25MCF0273";"26-I-1";"MCF";"Non";25;26;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Analyse, calcul des variations, applications en géométrie ou traitement d images.";"Grenoble";"S";"2019";"25"
"0542493S";"UNIVERSITE DE LORRAINE";"1184 *";"25MCF1226";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Mathématiques Fondamentales, Géométrie";"NANCY";"";"2019";"25"
"0593279U";"UNIVERSITE DE VALENCIENNES (UPHF)";"4212 *";"";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Le futur maître de conférences viendra renforcer l'équipe pédagogique en charge des primo entrants";"LE MONT HOUY VALENCIENNES";"";"2019";"25"
"0596870X";"COMUE LILLE NORD DE FRANCE";"55 *";"1955";"26-I-1";"MCF";"Non";25;26;70;"01/09/2019";"21/02/2019";"26/03/2019";"renforcer l'équipe pédagogique pour les enseignements en culture disciplinaire et didactique des mathématiques du master Métiers de l'enseignement, de l'éducation et de la formation(MEEF)1er degré.";"ARRAS";"";"2019";"25"
"0691774D";"UNIVERSITE LYON 1 (CLAUDE BERNARD)";"4524";"0348";"33";"MCF";"Non";25;NA;NA;"01/09/2019";"06/02/2019";"08/03/2019";"Physique mathématique et probabilités";"Faculte des Sciences";"S";"2019";"25"
"0751723R";"UNIVERSITE PARIS 7 (DENIS DIDEROT)";"4389";"E313010079";"33";"MCF";"Non";25;NA;NA;"01/09/2019";"04/02/2019";"06/03/2019";"Systèmes dynamiques";"Site PRG";"S";"2019";"25"
"0751723R";"UNIVERSITE PARIS 7 (DENIS DIDEROT)";"4393";"E313010080";"33";"MCF";"Non";25;NA;NA;"01/09/2019";"04/02/2019";"06/03/2019";"Algèbres d'opérateurs";"Site PRG";"S";"2019";"25"
"0751723R";"UNIVERSITE PARIS 7 (DENIS DIDEROT)";"4395";"E313010003";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"04/02/2019";"06/03/2019";"Mathématiques fondamentales : Représentations, Groupes et Géométrie";"Site PRG";"";"2019";"25"
"0751723R";"UNIVERSITE PARIS 7 (DENIS DIDEROT)";"4424";"E313010082";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"04/02/2019";"06/03/2019";"Logique et interactions";"Site PRG";"";"2019";"25"
"0755890V";"UNIVERSITE SORBONNE UNIVERSITE";"103";"25MC1286";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"25/01/2019";"25/02/2019";"Mathématiques fondamentales et interactions";"Campus Pierre et Marie Curie";"";"2019";"25"
"0772502B";"UNIVERSITE PARIS EST MARNE LA VALLEE";"4220 *";"";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Analyse et interactions avec les probabilités ou la géométrie";"CHAMPS-SUR-MARNE";"";"2019";"25"
"0811293R";"INSTITUT NATIONAL UNIV. D'ALBI";"4140 *";"";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Géométrie-topologie-réussite en licence";"ALBI";"";"2019";"25"
"0860856N";"UNIVERSITE DE POITIERS";"4589 *";"";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Le laboratoire LMA et le département de mathématiques de l'Université de Poitiers recrutent un maître de conférences dont les thèmes de recherche relèvent de la théorie de Lie et de ses applications.";"Poitiers";"";"2019";"25"
"0911101C";"UNIVERSITE PARIS 11";"4579 *";"25MCF428";"26-I-1";"MCF";"Non";25;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Algèbre, arithmétique, géométrie algébrique";"Orsay";"";"2019";"25"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4575";"26MCF582";"26-I-1";"MCF";"Non";26;25;NA;"01/09/2019";"29/01/2019";"05/03/2019";"MATHEMATIQUES APPLIQUEES, MATHEMATIQUES";"UFR SCIENCES";"";"2019";"26"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4576";"26MCF583";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"29/01/2019";"05/03/2019";"MATHEMATIQUES ET INTERACTIONS, STATISTIQUE ET MODELISATION ALEATOIRE";"UFR SCIENCES";"";"2019";"26"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"793 *";"64172";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Analyse théorique des équations aux dérivées partielles";"AIX MARSEILLE";"";"2019";"26"
"0312877J";"ESPE ACADEMIE TOULOUSE";"4459";"";"26-I-1";"MCF";"Non";26;70;NA;"01/09/2019";"14/02/2019";"18/03/2019";"Didactique des mathématiques et formation des enseignant.e.s";"TOULOUSE";"";"2019";"26"
"0333232J";"INP DE BORDEAUX";"4100 *";"0006";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Calcul scientifique";"Talence";"";"2019";"26"
"0333298F";"UNIVERSITE DE BORDEAUX";"410 *";"0946";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Recherche opérationnelle et optimisation des systèmes complexes";"TALENCE";"S";"2019";"26"
"0350097R";"INSA DE RENNES";"4062 *";"26MCF0028";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Calcul scientifique";"INSA RENNES";"";"2019";"26"
"0350936C";"UNIVERSITE RENNES 1";"4475 *";"1844";"26-I-1";"MCF";"Non";26;65;67;"01/09/2019";"21/02/2019";"26/03/2019";"Modélisation des systèmes biologiques et biostatistiques : projet de recherche à l¿interface entre la biologie cellulaire, la génétique et la modélisation ; enseign. biostats+modélisation math.";"RENNES";"";"2019";"26"
"0381912X";"INP DE GRENOBLE";"4089 *";"0665";"29";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Traitement d'images et analyse de données";"SAINT MARTIN D'HERES";"";"2019";"26"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"413 *";"26MCF0773";"33";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Théorie du contrôle, Problèmes inverses, EDP";"Grenoble";"S";"2019";"26"
"0450855K";"UNIVERSITE D'ORLEANS";"4366 *";"MCF0701";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Probabilités";"UFR ST - Orleans (+Cf Profil)";"";"2019";"26"
"0560861G";"UNIV. BRETAGNE-SUD (IUT VANNES)";"4126 *";"0092";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Data sciences";"VANNES";"";"2019";"26"
"0601223D";"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";"4121 *";"0086";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Modélisation stochastique et applications";"Compiegne";"";"2019";"26"
"0632035V";"UNIVERSITE CLERMONT AUVERGNE";"187 *";"1086";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Recherche :  Statistique, biostatistiqueEnseignement : Statistiques inférentielles, Analyse des données, Data mining.";"Aurillac";"";"2019";"26"
"0660437S";"UNIVERSITE DE PERPIGNAN (VIA DOMITIA)";"4207 *";"";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Analyse variationnelle et numérique des edp (équations aux dérivées partielles).";"UPVD";"";"2019";"26"
"0673021V";"UNIVERSITE DE STRASBOURG";"4578 *";"";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Equations aux dérivées partielles";"Strasbourg";"";"2019";"26"
"0681166Y";"UNIVERSITE DE MULHOUSE";"4211 *";"26 MCF 0039";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Le profil recherché couvre les statistiques, en particulier en grandes dimensions et ses applications aux sciences des données";"Faculte des Sciences et Techniques";"";"2019";"26"
"0750736T";"UNIVERSITE PARIS-DAUPHINE";"4233 *";"0217";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Maître de conférences - Analyse non linéaire, analyse numérique, modélisation";"Paris";"";"2019";"26"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4498 *";"1978";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Apprentissage statistique";"Centre Pierre Mendes France 75013 Paris";"";"2019";"26"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4503 *";"1541";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Mathématiques appliquées à l'économie et à la finance";"Maison des sciences economiques et PMF";"";"2019";"26"
"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";"4238 *";"0260MCF0314";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"21/02/2019";"26/03/2019";"Mathématiques de l'économieVoir site de l'Université : https://www.u-paris2.fr/fr/universite/recrutements/enseignement/campagne-synchronisee-de-recrutement-des-enseignants";"paris";"";"2019";"26"
"0751721N";"UNIVERSITE PARIS 5 (RENE DESCARTES)";"4354";"26MCF0140";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"08/01/2019";"27/02/2019";"Traitement d'images";"UFR Mathematiques et Informatique";"";"2019";"26"
"0751721N";"UNIVERSITE PARIS 5 (RENE DESCARTES)";"4355";"26MCF2523";"26-I-1";"MCF";"Non";26;NA;NA;"01/09/2019";"08/01/2019";"27/02/2019";"Modélisation, Equations aux dérivées partielles, Calcul scientifique";"UFR Mathematiques et Informatique";"";"2019";"26"
